Timestamp,Uid,Time,Name,Target,Info,State,Version
4/5/2017 16:41:02,Windows-Firefox-0838658060845825,1491424860390,mousedown,div#sn1.sudoku-answer,"{""which"":1,""pageX"":642,""pageY"":203}",#puzzle=0020300010000030&answer=0000020000000000&work=&seed=8&gentime=1491424852753&elapsed=4985&size=2,A
4/5/2017 16:41:03,Windows-Firefox-0838658060845825,1491424861569,mousedown,div.sudoku-answer.nk4,"{""which"":1,""pageX"":404,""pageY"":298}",#puzzle=0020300010000030&answer=0100020000000000&work=&seed=8&gentime=1491424852753&elapsed=7661&size=2,A
4/5/2017 16:41:04,Windows-Firefox-0838658060845825,1491424862728,mousedown,div#sn0.sudoku-answer,"{""which"":1,""pageX"":586,""pageY"":206}",#puzzle=0020300010000030&answer=0100020000000000&work=&seed=8&gentime=1491424852753&elapsed=7661&size=2,A
4/5/2017 16:41:06,Windows-Firefox-0838658060845825,1491424864916,mousedown,div.sudoku-answer.nk3,"{""which"":1,""pageX"":407,""pageY"":264}",#puzzle=0020300010000030&answer=4100020000000000&work=&seed=8&gentime=1491424852753&elapsed=10024&size=2,A
4/5/2017 16:41:08,Windows-Firefox-0838658060845825,1491424866323,mousedown,div#sn3.sudoku-answer,"{""which"":1,""pageX"":732,""pageY"":209}",#puzzle=0020300010000030&answer=4100020000000000&work=&seed=8&gentime=1491424852753&elapsed=10024&size=2,A
4/5/2017 16:41:12,Windows-Firefox-0838658060845825,1491424870820,mousedown,div.sudoku-answer.nk2,"{""which"":1,""pageX"":400,""pageY"":231}",#puzzle=0020300010000030&answer=4103020000000000&work=&seed=8&gentime=1491424852753&elapsed=13607&size=2,A
4/5/2017 16:41:14,Windows-Firefox-0838658060845825,1491424871955,mousedown,div#sn12.sudoku-answer,"{""which"":1,""pageX"":594,""pageY"":342}",#puzzle=0020300010000030&answer=4103020000000000&work=&seed=8&gentime=1491424852753&elapsed=13607&size=2,A
4/5/2017 16:41:16,Windows-Firefox-0838658060845825,1491424874424,mousedown,div.sudoku-answer.nk3,"{""which"":1,""pageX"":395,""pageY"":270}",#puzzle=0020300010000030&answer=4103020000002000&work=&seed=8&gentime=1491424852753&elapsed=19236&size=2,A
4/5/2017 16:41:17,Windows-Firefox-0838658060845825,1491424875382,mousedown,div#sn9.sudoku-answer,"{""which"":1,""pageX"":630,""pageY"":302}",#puzzle=0020300010000030&answer=4103020000002000&work=&seed=8&gentime=1491424852753&elapsed=19236&size=2,A
4/5/2017 16:41:18,Windows-Firefox-0838658060845825,1491424876547,mousedown,div.sudoku-answer.nk4,"{""which"":1,""pageX"":406,""pageY"":306}",#puzzle=0020300010000030&answer=4103020003002000&work=&seed=8&gentime=1491424852753&elapsed=22682&size=2,A
4/5/2017 16:41:19,Windows-Firefox-0838658060845825,1491424877587,mousedown,div#sn13.sudoku-answer,"{""which"":1,""pageX"":653,""pageY"":345}",#puzzle=0020300010000030&answer=4103020003002000&work=&seed=8&gentime=1491424852753&elapsed=22682&size=2,A
4/5/2017 16:41:21,Windows-Firefox-0838658060845825,1491424879346,mousedown,div.sudoku-answer.nk1,"{""which"":1,""pageX"":392,""pageY"":185}",#puzzle=0020300010000030&answer=4103020003002400&work=&seed=8&gentime=1491424852753&elapsed=24866&size=2,A
4/5/2017 16:41:22,Windows-Firefox-0838658060845825,1491424880252,mousedown,div#sn15.sudoku-answer,"{""which"":1,""pageX"":741,""pageY"":352}",#puzzle=0020300010000030&answer=4103020003002400&work=&seed=8&gentime=1491424852753&elapsed=24866&size=2,A
4/5/2017 16:41:24,Windows-Firefox-0838658060845825,1491424882054,mousedown,div.sudoku-answer.nk2,"{""which"":1,""pageX"":404,""pageY"":236}",#puzzle=0020300010000030&answer=4103020003002401&work=&seed=8&gentime=1491424852753&elapsed=27531&size=2,A
4/5/2017 16:41:25,Windows-Firefox-0838658060845825,1491424883402,mousedown,div#sn11.sudoku-answer,"{""which"":1,""pageX"":732,""pageY"":299}",#puzzle=0020300010000030&answer=4103020003002401&work=&seed=8&gentime=1491424852753&elapsed=27531&size=2,A
4/5/2017 16:41:26,Windows-Firefox-0838658060845825,1491424884665,mousedown,div.sudoku-answer.nk4,"{""which"":1,""pageX"":397,""pageY"":295}",#puzzle=0020300010000030&answer=4103020003022401&work=&seed=8&gentime=1491424852753&elapsed=30724&size=2,A
4/5/2017 16:41:27,Windows-Firefox-0838658060845825,1491424885701,mousedown,div#sn10.sudoku-answer,"{""which"":1,""pageX"":691,""pageY"":294}",#puzzle=0020300010000030&answer=4103020003022401&work=&seed=8&gentime=1491424852753&elapsed=30724&size=2,A
4/5/2017 16:41:29,Windows-Firefox-0838658060845825,1491424887084,mousedown,div.sudoku-answer.nk4,"{""which"":1,""pageX"":412,""pageY"":295}",#puzzle=0020300010000030&answer=4103020003422401&work=&seed=8&gentime=1491424852753&elapsed=32984&size=2,A
4/5/2017 16:41:30,Windows-Firefox-0838658060845825,1491424888234,mousedown,div#sn7.sudoku-answer,"{""which"":1,""pageX"":741,""pageY"":257}",#puzzle=0020300010000030&answer=4103020003422401&work=&seed=8&gentime=1491424852753&elapsed=32984&size=2,A
4/5/2017 16:41:31,Windows-Firefox-0838658060845825,1491424889380,mousedown,div.sudoku-answer.nk1,"{""which"":1,""pageX"":403,""pageY"":180}",#puzzle=0020300010000030&answer=4103020403422401&work=&seed=8&gentime=1491424852753&elapsed=35539&size=2,A
4/5/2017 16:41:32,Windows-Firefox-0838658060845825,1491424890514,victory,document,"{""elapsed"":37758,""seed"":""8""}",#puzzle=0020300010000030&answer=4103020403422401&work=&seed=8&gentime=1491424852753&elapsed=35539&size=2,A
